label,text,length,clean_text
0,Thank u!,8,thank
0,Oh that was a forwarded message. I thought you send that to me,62,oh forwarded message thought send
0,Got it. Seventeen pounds for seven hundred ml – hope ok.,56,got seventeen pounds seven hundred ml hope ok
1,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",143,dear voucher holder claim weeks offer pc go http www tlp co uk expressoffer ts cs apply stop texts txt stop
0,Me n him so funny...,20,funny
0,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",100,sweetheart hope kind day one loads reasons smile biola
0,When ü login dat time... Dad fetching ü home now?,49,login dat time dad fetching home
0,"What will we do in the shower, baby?",36,shower baby
0,I had askd u a question some hours before. Its answer,53,askd question hours answer
0,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",88,well imma definitely need restock thanksgiving let know
0," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",133,said kiss kiss sound effects gorgeous man kind person needs smile brighten day
0,Probably gonna swing by in a wee bit,36,probably gon na swing wee bit
0,Ya very nice. . .be ready on thursday,37,ya nice ready thursday
0,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,123,allo braved buses taken trains triumphed mean ham jolly good rest week
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,watching cartoon listening music amp eve go temple amp church
0,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,80,mind ask happened dont say uncomfortable
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,136,private account statement shows un redeemed points call identifier code expires
0,No prob. I will send to your email.,35,prob send email
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",97,cash prize claim call rstm sw ss ppm
0,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),66,thats cool sometimes slow gentle sonetimes rough hard
0,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,119,gon na say sorry would normal starting panic time sorry seeing tuesday
0,"Wait, do you know if wesleys in town? I bet she does hella drugs!",65,wait know wesleys town bet hella drugs
0,Fine i miss you very much.,26,fine miss much
0,Did u got that persons story,28,got persons story
0,Tell them the drug dealer's getting impatient,45,tell drug dealer getting impatient
0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",157,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet send care msg gud evng
0,You will be in the place of that man,36,place man
0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",94,doesnt make sense take unless free need know wikipedia com
1,88800 and 89034 are premium phone services call 08718711108,59,premium phone services call
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,sea lays rock rock envelope envelope paper paper words
0,Then mum's repent how?,22,mum repent
0,Sorry me going home first... Daddy come fetch ü later...,56,sorry going home first daddy come fetch later
0,Leave it de:-). Start Prepare for next:-)..,43,leave de start prepare next
0,Yes baby! We can study all the positions of the kama sutra ;),61,yes baby study positions kama sutra
0,En chikku nange bakra msg kalstiya..then had tea/coffee?,56,en chikku nange bakra msg kalstiya tea coffee
0,Carlos'll be here in a minute if you still need to buy,54,carlos minute still need buy
0,This pay is  &lt;DECIMAL&gt;  lakhs:),37,pay lt decimal gt lakhs
0,Have a good evening! Ttyl,25,good evening ttyl
0,Did u receive my msg?,21,receive msg
0,Ho ho - big belly laugh! See ya tomo,36,ho ho big belly laugh see ya tomo
1,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",93,sms ac sun posts hello seem cool wanted say hi hi stop send stop
1,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,153,get ur st ringtone free reply msg tone gr top tones phone every week per wk opt send stop
0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",153,ditto worry saying anything anymore like said last night whatever want peace
0,"I've got  &lt;#&gt; , any way I could pick up?",46,got lt gt way could pick
0,"I dont knw pa, i just drink milk..",34,dont knw pa drink milk
0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,80,maybe say hi find got card great escape wetherspoons
0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",69,piggy awake bet still sleeping going lunch
0,Cause I'm not freaky lol,24,cause freaky lol
0,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,108,missed call cause yelling scrappy miss wait come home lonely today
0,What is this 'hex' place you talk of? Explain!,46,hex place talk explain
0,Ü log off 4 wat. It's sdryb8i,29,log wat sdryb
0,Is xy going 4 e lunch?,22,xy going lunch
1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,158,hi sue years old work lapdancer love sex text live bedroom text sue textoperator da ppmsg
0,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,86,wanted ask wait finish lect cos lect finishes hour anyway
0,Have you finished work yet? :),30,finished work yet
0,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",143,every king crying baby every great building map imprtant today wil reach tomorw gud ni
0,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",169,dear cherthala case coming cochin pls call bfore start shall also reach accordingly tell day coming tmorow engaged ans holiday
0,Thanks love. But am i doing torch or bold.,42,thanks love torch bold
1,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,111,forwarded please call immediately urgent message waiting
0,Was the farm open?,18,farm open
0,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",109,sorry trouble buy dad big small sat sun thanx
0,"My sister in law, hope you are having a great month. Just saying hey. Abiola",76,sister law hope great month saying hey abiola
0,Will purchase d stuff today and mail to you. Do you have a po box number?,73,purchase stuff today mail po box number
0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,92,ah poop looks like ill prob send laptop get fixed cuz gpu problem
0,Good. Good job. I like entrepreneurs,36,good good job like entrepreneurs
0,"Aight, you close by or still down around alex's place?",54,aight close still around alex place
0,meet you in corporation st outside gap … you can see how my mind is working!,76,meet corporation st outside gap see mind working
0,Mum ask ü to buy food home...,29,mum ask buy food home
0,K..u also dont msg or reply to his msg..,40,also dont msg reply msg
0,How much r ü willing to pay?,28,much willing pay
0,"Sorry, I'll call later",22,sorry call later
0,What is important is that you prevent dehydration by giving her enough fluids,77,important prevent dehydration giving enough fluids
0,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",109,thats bit weird even supposed happening good idea sure pub
0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,75,true dear sat pray evening felt sms time
0,"I don't think I can get away for a trek that long with family in town, sorry",76,think get away trek long family town sorry
0,So when do you wanna gym harri,30,wan na gym harri
0,Quite late lar... Ard 12 anyway i wun b drivin...,49,quite late lar ard anyway wun drivin
1,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",155,review keep fantastic nokia gage game deck club nokia go www cnupdates com newsletter unsubscribe alerts reply word
1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,160,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update stoptxt cs
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",316,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students wont even start datz confidence
0,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,195,seems like weird timing night want come smoke day shitstorm attributed always coming making everyone smoke
1,08714712388 between 10am-7pm Cost 10p,37,pm cost
0,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",125,save stress person dorm account send account details money sent
0,He also knows about lunch menu only da. . I know,48,also knows lunch menu da know
0,When i have stuff to sell i.ll tell you,39,stuff sell tell
1,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,161,urgent nd attempt contact call csbcm wc xx callcost ppm mobilesvary max
0,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,121,book lesson msg call work sth going get specs membership px
1,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,145,guaranteed cash prize claim yr prize call customer service representative pm
0,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,162,macha dont feel upset assume mindset believe one evening wonderful plans us let life begin call anytime
0,Oh is it? Send me the address,29,oh send address
0,S'fine. Anytime. All the best with it.,38,fine anytime best
0,That is wondar full flim.,25,wondar full flim
0,Ya even those cookies have jelly on them,40,ya even cookies jelly
0,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",226,world running still maybe feeling admit mad correction let call life keep running world may also running lets run
0,Got it! It looks scrumptious... daddy wants to eat you all night long!,70,got looks scrumptious daddy wants eat night long
0,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,140,cos lar ba dao ok pm lor never ask go ah said would ask fri said ask today
0,"Alright omw, gotta change my order to a half8th",47,alright omw got ta change order half th
0,Exactly. Anyways how far. Is jide her to study or just visiting,63,exactly anyways far jide study visiting
0,Dunno y u ask me.,17,dunno ask
1,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,101,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call
0,No he didn't. Spring is coming early yay!,41,spring coming early yay
0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,80,lol feel bad use money take steak dinner
0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,137,even dont get trouble convincing tel twice tel neglect msgs dont read dont reply
0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,103,leaving qatar tonite search opportunity went fast pls add ur prayers dear rakhesh
0,Then why no one talking to me,29,one talking
0,Thanks for looking out for me. I really appreciate.,51,thanks looking really appreciate
1,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,148,hi customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc mtmsg
0,Wish i were with you now!,25,wish
0,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,149,haha mayb rite know well da feeling liked someone gd lor faster go find one gals group attached liao
0,Yes i will be there. Glad you made it.,38,yes glad made
0,Do well :)all will for little time. Thing of good times ahead:,62,well little time thing good times ahead
0,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,179,got room soon put clocks back til shouted everyone get realised wahay another hour bed
0,Ok. There may be a free gym about.,34,ok may free gym
0,Men like shorter ladies. Gaze up into his eyes.,47,men like shorter ladies gaze eyes
0,Dunno he jus say go lido. Same time 930.,40,dunno jus say go lido time
0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",110,promise take good care princess run please send pics get chance ttyl
1,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,131,subscribed best mobile content service uk per days send stop helpline
0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,101,reason spoken year anyways great week best exam
0,By monday next week. Give me the full gist,42,monday next week give full gist
1,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",102,realize years thousands old ladies running around tattoos
1,You have an important customer service announcement from PREMIER.,65,important customer service announcement premier
0,Dont gimme that lip caveboy,27,dont gim lip caveboy
0,When did you get to the library,31,get library
0,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,82,realy sorry recognise number confused please
0,So why didnt you holla?,23,didnt holla
0,Cant think of anyone with * spare room off * top of my head,59,cant think anyone spare room top head
0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",133,faith makes things possible hope makes things work love makes things beautiful may three christmas merry christmas
0,U should have made an appointment,33,made appointment
0,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",95,call carlos phone vibrate acting might hear texts
1,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",95,romantic paris nights flights book next year call ts cs apply
0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",135,grandmas oh dear still ill felt shit morning think hungover another night leave sat
1,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,159,urgent ur guaranteed award still unclaimed call closingdate claimcode pmmorefrommobile bremoved mobypobox ls yf
0,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,151,nothing jus tot would ask cos ba gua went mt faber yest yest jus went already mah today going jus call lor
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73,wishing family merry mas happy new year advance
1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,149,ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub
0,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",103,nt goin got somethin unless meetin dinner lor haha wonder go tis time
0,"Sorry, I'll call later",22,sorry call later
0,I cant pick the phone right now. Pls send a message,51,cant pick phone right pls send message
0,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,137,lol know dramatic schools already closed tomorrow apparently drive inch snow supposed get
0,Not getting anywhere with this damn job hunting over here!,58,getting anywhere damn job hunting
0,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,89,lol drunkard hair moment yeah still tonight wats plan
0,"idc get over here, you are not weaseling your way out of this shit twice in a row",81,idc get weaseling way shit twice row
0,I wil be there with in  &lt;#&gt;  minutes. Got any space,57,wil lt gt minutes got space
0,Just sleeping..and surfing,26,sleeping surfing
0,Thanks for picking up the trash.,32,thanks picking trash
0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,145,go tell friend sure want live smokes much spend hours begging come smoke
0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,118,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,143,happy new year dear brother really miss got number decided send text wishing happiness abiola
0,That means get the door,23,means get door
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",94,hmmm thought said hours slave late punish
0,Beerage?,8,beerage
1,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,99,important customer service announcement premier call freephone
0,Dont think so. It turns off like randomlly within 5min of opening,65,dont think turns like randomlly within min opening
0,"She was supposed to be but couldn't make it, she's still in town though",71,supposed make still town though
0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,117,time fixes spelling sometimes gets completely diff word go figure
1,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),129,ever thought living good life perfect partner txt back name age join mobile community sms
1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",157,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly per pole unsub
0,Gud mrng dear hav a nice day,28,gud mrng dear hav nice day
0,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,150,hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola
0,All e best 4 ur driving tmr :-),31,best ur driving tmr
0,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,71,dogbreath sounding like jan al
0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,70,omg want scream weighed lost weight woohoo
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,94,generally one uncountable noun dictionary pieces research
0,it's really getting me down just hanging around.,48,really getting hanging around
1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",160,orange customer may claim free camera phone upgrade loyalty call offer ends thmarch apply opt availa
0,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,94,petey boy whereare friendsare thekingshead come canlove nic
0,Ok i msg u b4 i leave my house.,31,ok msg leave house
0,Gimme a few was  &lt;#&gt;  minutes ago,39,gim lt gt minutes ago
1,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",152,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox uz sub
0,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,71,appt lt time gt fault listen told twice
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,162,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates www getzed co uk pobox wq norm tone
1,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,141,guaranteed award even cashto claim ur award call free stop getstop php rg jx
0,K I'll be there before 4.,25,
0,I dled 3d its very imp,22,dled imp
0,"sure, but make sure he knows we ain't smokin yet",48,sure make sure knows smokin yet
0,Boooo you always work. Just quit.,33,boooo always work quit
0,I am taking half day leave bec i am not well,44,taking half day leave bec well
0,Ugh I don't wanna get out of bed. It's so warm.,47,ugh wan na get bed warm
0,S:)s.nervous  &lt;#&gt; :),26,nervous lt gt
0,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,112,ring comes guys costumes gift future yowifes hint hint
1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,148,congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs www ldew com win ppmx age
0,I borrow ur bag ok.,19,borrow ur bag ok
1,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",133,outbid simonwatson shinco dvd plyr bid visit sms ac smsrewards end bid notifications reply end
0,Where's my boytoy? I miss you ... What happened?,48,boytoy miss happened
0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",107,lots used ones babe model help youi bring match
0,Also are you bringing galileo or dobby,38,also bringing galileo dobby
0,Then why you not responding,27,responding
0,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,124,boo babe enjoyin yourjob seemed gettin well hunny hope ure ok take care llspeak soonlots loveme xxxx
0,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,131,good afternoon starshine boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss
0,On the road so cant txt,23,road cant txt
1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",156,smsservices yourinclusive text credits pls goto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae
1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,161,alfie moon children need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
0,Have a good evening! Ttyl,25,good evening ttyl
0,Hmm .. Bits and pieces lol ... *sighs* ...,42,hmm bits pieces lol sighs
0,Hahaha..use your brain dear,27,hahaha use brain dear
0,Hey. You got any mail?,22,hey got mail
0,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",98,sorry light turned green meant another friend wanted lt gt worth may around
0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,89,thanks yesterday sir wonderful hope enjoyed burial mojibiola
1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,147,secret admirer reveal thinks special call opt reply reveal stop per msg recd cust care
0,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,129,hi mate rv hav nice hol message say hello coz sent ages started driving stay roads rvx
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",152,dear voucher holder claim weeks offer pc please go http www tlp co uk expressoffer ts cs apply stop texts txt stop
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",215,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent days ago
0,Surely result will offer:),26,surely result offer
0,Good Morning my Dear........... Have a great &amp; successful day.,66,good morning dear great amp successful day
1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,149,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow
0,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",372,sir late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks
1,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,155,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed
1,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,160,last chance claim ur worth discount vouchers text yes savamob member offers mobile cs sub remove txt stop
0,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,81,luv soo much understand special ring morrow luv xxx
0,"Pls send me a comprehensive mail about who i'm paying, when and how much.",73,pls send comprehensive mail paying much
0,Our Prashanthettan's mother passed away last night. pray for her and family.,76,prashanthettan mother passed away last night pray family
1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",153,urgent call landline complimentary ibiza holiday cash await collection sae cs po box sk wp ppm
0,K.k:)when are you going?,24,going
0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,231,meanwhile shit suite xavier decided give us lt gt seconds warning samantha coming playing jay guitar impress shit also think doug realizes live anymore
0,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,87,stomach thru much trauma swear eat better lose weight
0,I am in office:)whats the matter..msg me now.i will call you at break:).,72,office whats matter msg call break
0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",105,yeah barely enough room two us many fucking shoes sorry man see later
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",158,today offer claim ur worth discount vouchers text yes savamob member offers mobile cs sub unsub reply
0,U reach orchard already? U wan 2 go buy tickets first?,54,reach orchard already wan go buy tickets first
0,"I am real, baby! I want to bring out your inner tigress...",58,real baby want bring inner tigress
0,No da if you run that it activate the full version da.,54,da run activate full version da
0,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,114,ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk sn lots lovejen xxx
0,Stop the story. I've told him i've returned it and he's saying i should not re order it.,88,stop story told returned saying order
1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,144,talk sexy make new friends fall love worlds discreet text dating service text vip see could meet
0,Going to take your babe out ?,29,going take babe
0,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,136,hai ana tomarrow coming morning lt decimal gt ill sathy go rto office reply came home
0,Spoons it is then okay?,23,spoons okay
0,Did he just say somebody is named tampa,39,say somebody named tampa
0,In work now. Going have in few min.,35,work going min
0,Your brother is a genius,24,brother genius
0,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,sorry guess whenever get hold connections maybe hour two text
0,Did u find out what time the bus is at coz i need to sort some stuff out.,73,find time bus coz need sort stuff
0,Dude ive been seeing a lotta corvettes lately,45,dude ive seeing lotta corvettes lately
1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,160,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call ts cs www smsco net pm approx mins
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",159,consider walls bunkers shit important never play peaceful guess place high enough matter
1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,149,private account statement xxxxxx shows un redeemed points call identifier code expires
1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,134,hello need posh birds chaps user trial prods champneys put need address dob asap ta
